comment_id,original_comment,detected_aspects,aspect_count,matched_keywords
6053,ya kan ga semua yang bilang hp panas jelek juga toh socnya emang ngepush performance sampe di beberapa hp flagship kudu dilimit buat jaga suhu bodi ga lewat dari c panasnya bodi di hp poco udah expected sih apalagi kalo emang digeber buat ngegame yang aneh itu kalo hp dipake socmed doang tapi cepet panas,"Design, BuildQuality",2,"bodi, toh"
6054,namanya juga hp murah jadi wajar gak dibahas kalau iphone pasti dibahas,Price,1,murah
6055,banyak yg gk notice tntang begituan bang para reviewer cuma ngikutin text diatas kertas dan saling template satu dg yang lainnya,Display,1,saling
6056,klau bneran bagus krn panas nyebar d body luar trs dlm nya adem sh mantep tp syg nya ga juga suhu dlm ny ttep bsa smpe d atas ° smpe ad warning overheat brarti tidak sukses mendinginkan scr pasif dan ttep perlu bantuan cooler tambahan,Audio,1,brarti
6057,user poco f mana suaranya,Audio,1,suaranya
6059,hp apa yg all rounder no gaming kamera dpt diandalkan,Camera,1,kamera
6064,seperti biasanya baterai boros gampang panas,Battery,1,baterai
6066,belum support bypass charging hp gaming tanpa bypas charging bikin repot kingfinix gt pro msih recomended,"Features, Battery",2,"charging, bypas"
6068,kawan pocopoco gw mau nanya tolong bantu jawab please worth itrecomended mana poco x pro atau poco f dengan perbandingan harga ± juta saat ini karena masih ada promo dr f,Price,1,harga
6070,dunia lagi tidak baik baik aja mereka masih bisa ngasih barang murah segila ini,Price,1,murah
6075,apakah sudah saatnya upgrade dari poco f pengin ngerasain hp water proof,"Features, Connectivity",2,pengin
6076,kalo ngk butuh banget si ngak si aku ae masih simpen di f liat f ngiler dulu karena spec x tapi harga lebih kurah anjer sekarang masih simpen dulu walau ada uang sampe bener bener engen,Price,1,harga
6077,apakah sudah saatnya upgrade dari poco f pengin ngerasain hp water proof,"Features, Connectivity",2,pengin
6084,saya sampe sekarang poco f masih di pake di toko buat isi pulsa sparepart dah ganti batre sama lcd yang unik sebenernya di saya kenapa xiaomi tipe poco f ini aku pakek gak matot malah mi t pro jim,"Audio, Battery",2,"lcd, batre"
6086,pas ngomong suara nya kaya pindah pindah kiri kanan kiri kanan apa headset ku rusak atau kalian ngerasa juga atau perekaman poco f nya,"Audio, Camera",2,"perekaman, suara"
6087,iya bang dari perekaman videonya aku jg pake tws gitu jg,Camera,1,perekaman
6093,tapi kalau di bawa ke grup pasti adu bacot ada yang bilang juta gak ada bypass charging ada yang bilang juta masih bodynya masih plastik lah dan seterusnya sampai siapa yang menang,"Features, BuildQuality, Battery",3,"bypass, charging, plastik"
6095,chipset performa tinggi poco f ditenagai oleh chipset snapdragon s gen yang baru saja dirilis pada april chipset ini menjanjikan performa yang sangat cepat dan efisien cocok untuk gaming dan multitasking berat layar imersif dilengkapi dengan layar amoled inci beresolusi k x piksel dengan refresh rate hz layar ini juga mendukung dolby vision hdr kecerahan hingga nits peak dan dilengkapi pelindung corning gorilla glass i kamera memiliki kamera utama mp f wide dengan ois dan pdaf serta kamera ultrawide mp f untuk kamera depan terdapat kamera mp baterai jumbo dan fast charging poco f dibekali baterai berkapasitas besar mah dan mendukung teknologi pengisian daya cepat w hypercharge desain modern memiliki desain futuristik terutama untuk varian cyber silver edition yang cocok untuk pecinta gaming tersedia juga dalam pilihan warna hitam dan putih sistem operasi menjalankan xiaomi hyperos berbasis android ram dan penyimpanan hadir dengan ram gb lpddr x dan pilihan penyimpanan internal gb atau gb ufs harga saat peluncuran poco f dibanderol dengan harga sekitar rp untuk varian gb gb dengan harga promosi awal yang lebih rendah secara keseluruhan poco f diposisikan sebagai flagship killer di kelasnya menawarkan performa kencang dan fiturfitur premium dengan harga yang lebih terjangkau dibandingkan ponsel flagship lainnya,"Software, Camera, Storage, Battery, Performance, Design, Display, Price, BuildQuality",9,"rate, baterai, kamera, amoled, cepat, harga, desain, android, internal"
6102,saya dapet di harga di tokped,Price,1,harga
6106,dari redmi note pro g worth it ga ya kalo ganti ke poco f masih gacor si hp ini walaupun udh tahun lebih,Price,1,worth
6108,sih yg ga gue bnget ga suoport esim sebab di hp di harga yg sama da pada pke fitur itu,"Features, Price",2,"fitur, harga"
6111,mending mana poco f atau vivo v dari segi kamera dan ketahanan batrei,Camera,1,kamera
6113,mending mana poco f atau vivo v dari segi kamera dan ketahanan batrei,Camera,1,kamera
6118,saran aja buat bg david klo next review hp selanjut nya tes game nya jgn genshin sesekali game yg lqin dan buat speaker nya kayak wktu tes unboxing nyq,"Audio, Design, Performance",3,"game, speaker, sesekali"
6122,dulu ngincer yg performa gaming tp makin ke sini hp klo gak buat wa ya foto ngedokumentasiin tiap moment,"Camera, Performance",2,"foto, performa"
6125,game gooner ngapain buat test,Performance,1,game
6126,ww game ringan bg,"Design, Performance",2,"game, ringan"
6130,kamera dan perfomanya lebih bagus dari pada iphone pm ku wkwk,Camera,1,kamera
6136,wah hebat hampir g kedut kedut lagi di video,Camera,1,video
6148,shiet nyesel gw beli siaomi t v,Software,1,siaomi
6149,kan seri xiaomi utk kamera kl poco utk gaming kamera f ni aja setara jt bahkan masing bagus foto pova camon,Camera,1,foto
6151,speakernya mono yah,Audio,1,mono
6152,tau drimna mono,Audio,1,mono
6159,untuk iklan bisa di akalin pakai dns pribadi,Software,1,dns
6163,mending poco f atau xiaomi t ya kalau untuk daily dan sesekali main game,"Design, Performance",2,"game, sesekali"
6170,sama kayaknya semenjak update os iklan nya ilang ane pake f pas awal beli masih banyak iklannya,Software,1,update
6171,ohh mungkin sih klo ini hp gw juga masih update os sampe ​cloud,Software,1,update
6175,sesuai budget elu berapa dan kalau main emulator wajib f gua dah beli x pro sesuai budget gua jutaan dapat diskon diharga jutaan dan sisa duit buat kebutuhan rumah sehari hari,"Storage, Price",2,"sisa, diharga"
6177,​arzz aman gak ada kendala apapun dan kalau masalah iklan tinggal setting banyak tutor diyoutube dan usahakan pake layar hz biar awet baterainya silahkan pilih aja sesuai budget elu kalau berubah pikiran pilih f atau brand lain,"Display, Battery",2,"baterainya, layar"
6182,alhamdulillah udh order warna whitetinggal nunggu sampe,Design,1,warna
6183,keren sih di harga segitu mendekati sempurna,Price,1,harga
6199,makin tua skrg ngga terlalu ngejar buat game skarang cari yg kamera bagus buat moment bareng keluarga ngga salah kmaren ambil vivo v kamera bagus depan blakang uw mp zeiss batre awet bet sampe hari hp adem bet ngga pernah panas walau agak overprice tapi ngga nyesel sih,"Performance, Camera, Battery",3,"game, kamera, batre"
6200,vivo emg cakep sih buat kamera bisa saingan sama samsung,"Design, Camera",2,"kamera, cakep"
6204,hp yg gk ada fitur bypass charging njer,"Features, Battery",2,"bypass, charging"
6207,kadang tergiur pengen beli saat liat video review kyk gini tapi sadar realita keuangan lgi kurang sehat dan hp yg sekarang ada masih lancar jaya dipakai smoga nanti bnyk rezeki lebih buat upgrade hp,Camera,1,video
6213,bang ngetest game jangan yg itu doang lah ml ngapain di test lagi game ringan udh pasti lancar hajar make game berat jaman skrng macem wuwa real racing atau sejenisnya biar ketauan ini hp limitnya sampe mana kalo make ml genshin lagi ya gausah di test modal liat spek juga udh ketauan bang hasilnya,"Design, Performance",2,"game, ringan"
6218,nah lo di di grub fb banyak yg ceng in no bypass lahh panas banget lahh wkwk gmn tuh bang david bilang gitu,Features,1,bypass
6221,dulu mode performance pocoxiaomi ga ada bedanya dgn mode balance dihujat gimmick sekarang udah dibuat beda eh dihujat lagi mana tuh antutu ga sampe jt emg kalo udah haters jadi jago nemu bahan kayaknya padahal sekarang gantian iqoo yg mode performance nya gimmick,BuildQuality,1,bahan
6222,secara keseluruhan iqoo neo lebih oke yah tapi karena ada perbedaan harga yang lumayan poco f jadi kerasa lebih worth it,Price,1,harga
6225,yeehhhh cakep banget,Design,1,cakep
6226,nonton video ini pakai poco x pro yang udah matot x,Camera,1,video
6238,di poco x pro juga bebas iklan asal di pengaturan nya off,"Audio, Software",2,off
6241,di toped dpt harga jt pas flashsale tgl kmrn,Price,1,harga
6247,​akhmatroni he saya lagi menggang hp oppo f kekurangan boros baterai trs kelebihan ram trs,"Storage, Battery",2,"baterai, ram"
6250,bang david pake tema dari pihak ketiga utk review poco kali ini itu karna tema bawaan poco emang gak enak dipandang mata ikon aplikasi bawaannya msh jadul,Software,1,aplikasi
6252,kalo dari segi kamera di bandingkan sama pock x pro kira bagus yang mana ya,Camera,1,kamera
6255,kalo di perekaman nya ada mode video cinematik nya ga bang itu poco f,Camera,1,perekaman
6257,poco lupa atau gimana kekurangannya ga ada fitur bypass charging padahal fitur itu sangat penting buat para gamers meskipun baterai mah tapi klo di pakai main game rata kanan atau yg suka main game sambil streaming pasti akan lebih banyak menguras daya baterai dan disaat itulah fitur bypass charging sangat dibutuhkanmasak fitur sepenting itu dilupakan poco,"Features, Performance, Battery",3,"game, baterai, bypass"
6258,yg hp midrange butuh sekarang bkn sekedar chipset kenceng sih tp cooling system yg bagus jg karena chipset midrange hp baru yg fokus di performa udah pada ganas tp msh susah buat jinakin panasnya,"Software, Storage, Performance",3,"system, performa"
6259,harga masih nimbang nimbang dulu ahhhlagi nunggu yg varian siapa tahu bulan kemudian launching dgn perkiraan harga,Price,1,harga
6263,lagi nunggu dateng aja nih warna silver hehehehe,Design,1,silver
6266,review tablet yg worth it untuk d beli d pertengahan tahun dong bg david,Price,1,worth
6268,dipake game berat masih aman om beli tahun brp,Performance,1,game
6269,nanggung kata gua bro gua terakhir pake f akhir tahun dipake pubg fps turun di event aja frame drop parah apalagi sekarang​bkuncoro,BuildQuality,1,frame
6274,speaker nya mono kah bg lgi mana,Audio,1,mono
6277,kali kali game hok bang,Performance,1,game
6284,gilak sih ini keren banget nunggu harga agak turun semoga bisa gantiin poco x nfc gw yang udah berapa ya tahun kyknya masih bisa ngelibas performanya hp baru di tahun entah dari hasil kamera dll,"Camera, Connectivity, Performance, Features, Price",5,"kamera, performanya, harga, nfc"
6285,pengguna poco x nfc dari ampe sekarang nyimakv,"Features, Connectivity",2,nfc
6288,cakep benerrr gilak,Design,1,cakep
6291,klo mau uji hp untuk game mainin wuwa zzz karena game ini lebih berat dr genshin,Performance,1,game
6294,walaupun katanya display nya b aja tapi tetep lebih bagus dari pada layar samsung midrange ato ip sekalipun,"Display, Connectivity",2,display
6302,menonton video ini dengan hp poco f,Camera,1,video
6306,b aja sih ada teknologi yg namanya cooler cuman org dongo yg main game berat gk pake cooler,Performance,1,game
6309,ntah kenapa sekarang liat hp poco gk excited kepingin beli walaupun dgn spek dan harga yg di tawarkan malah sekarang lebih excited sama produk² samsung dan iphone apa mungkin karna uda abis masa gila gaming nya ya,Price,1,harga
6314,angkat suara fps kriting ini dari softwareos nya xiaomi yg ampas bukan masalah performa hardware nya,"Audio, Performance",2,"performa, suara"
6315,tapi iqoo juga sama ya belum optimal juga kah software iqoonya jarang iqoo softwarenya ga mateng,Software,1,software
6316,​adindapangeranqd jo bisa jadi gw g pakek iqoo tp yg jelas xiaomi softwareos nya selalu gagal kalo g ada bug ya hp lu jd lebih berat dan kalo ada bug ya jd lebih ringan,Design,1,ringan
6317,​​​adindapangeranqd jobahkan gw bisa buktiin berat nya softwareos xiaomi tuh bisa ngurangin performa hp lu up to atau mngkin lebih secara visual bukan data yang di modifikasi atau brand partner,Performance,1,performa
6318,itu gara snapdragon nya yg baru chanel luar negeri ada yg cek semua hp yg pake soc ini di beberapa games gak stabil fps nya kayaknya belum optimisasi aja dari developer yg punya game,Performance,1,game
6321,poco f udah tahun masalah saat ini layar lepas bergaris sudah di ganti tapi bukan yang original karena sparepart sulit tombil power sulit di teken ke counter pinggir jalan bisa di fix batrai cepat low kalau main game untuk keseharian juga cepat habis semoga poco f performanya bisa tahan lama ini sih masalah utama poco,"Audio, Features, Display, Performance",4,"keseharian, power, layar, cepat"
6322,hp umur segitu apalagi yg sering digeber buat gaming mmg wajar batrenya udh mulai drop samsung dan iphone pun begitu kok padahal lbh mahal solusinya kalo dah dirasa mengganggu tinggal ganti aja batrenya,Price,1,mahal
6323,batre bakal cepet menurun kemampuannya kalo sering panas sedangkan main game panas,"Performance, Battery",2,"game, batre"
6326,gw juga masih f keluhan ga ada samsek seperti yg anda sebutkan layar masih ori mulus seperti saat pertama beli niat mau beli f nanti yg f kasih ke ade,Display,1,layar
6327,bener bang david aku kena mental beli f pro beli pas rilis beda jt tapi beda speknya tipis bgt,Design,1,tipis
6328,bang vitbilangin sama poco nyamasukin yg varian kayak di india dong batre badakkkkpengen beli soalnya,Battery,1,batre
6329,x pro aja udah terlalu overkill ini masih ada penerus nya yang makin gila sayang nya masih ada kekurangan yang menurut ku cukup berasa apalagi buat yang gamer yaitu blm ada nya fitur bypass charging dan batre nya yang belum bisa ngimbangin chipset monster nya itu,"Features, Battery",2,"bypass, batre"
6334,beli hp mahal tetap ada iklan emang android gini semua ya,"Software, Price",2,"mahal, android"
6335,tekhnologi makin murah aj keren jt an udah dapat hp bagus mantap,Price,1,murah
6337,mantep cuy kamera nya minim gempa banget,"Software, Camera",2,"kamera, minim"
6353,tapi f ini ukuranya bagus aku suka hp lebar seperti poco f ini karen ngetik jadi tdk salah huruf di keyboard,Display,1,lebar
6354,nunggu harga lebih murah aja lah penikmat hh second mah,Price,1,harga
6355,kurang doank bypass charge itu harus ada di hape spek gaming,Features,1,bypass
6357,buget jt mending beli hp apa minta sarannya dong gadgetin buat ngonten sama ngegame tipis,Design,1,tipis
6359,bang rekomendasi hp dari harga murah sampai yang mahal,Price,1,harga
6366,gw masih nyaman sampe sekarang sama a udah main game lancar macam wuwa ml kamera gausah ditanya wkwk,"Design, Camera, Performance",3,"game, ditanya, kamera"
6370,coba di game wuwa bang,Performance,1,game
6371,gelo kamera ny goks abis,Camera,1,kamera
6372,saran bang david kalau mau testing game tambahin wuthering waves soalnya walaupun world nya belum se gede genshin tapi overall emang gamenya lumayan berat bahkan di settingan low device iqoo z,Performance,1,game
6377,sayang performa genshinya jelek mending x pro jadinya,Performance,1,performa
6380,setahun lagi bisa tuh turun di jutaan makin worth it mirip² lah sama poco f waktu itu,Price,1,worth
6384,o gitu aja kenalin nih setrikaan kami bisa ° c dan kami dengan bangga tidak akan memberikan kalian bypass charging kerja lu pengangguran padahal kami kelupaan masukin bypass nya,"Features, Battery",2,"bypass, charging"
