comment_id,original_comment,aspects,sentiments,confidences,aspect_count
5518,o gitu aja mana by pass charging nyaa teme,Battery,negative,0.541,1
5519,gak bosen minta agar tim dagetin juga melakukan tes main game wuthering waves di hp yg sedang direview,Performance,neutral,0.998,1
5522,kapan punya hp spek gahar cok,Performance,positive,0.761,1
5523,suara speakernya gimna kok ga direview,Audio,negative,0.914,1
5525,masih belum worth it upgrade dari x pro soalnya liat² ga terlalu jauh kek nya nunggu f biar lebih kerasa upgrade,Price,negative,0.880,1
5528,bg sesekali hp yang gaming itu bandingin juga antara pake colling fan biar asik,Design,neutral,0.688,1
5531,video stabil tp audionya kurang high ya,Camera,neutral,0.626,1
5536,untuk sekarang itu hp gaming itu udah kurang saya minati karena udah terlalu sibuk kerjaan real gamelebih butuh yg balance performa dapatkamera pun dapatdan yahh kecepatan charger juga penting,Performance,positive,0.907,1
5539,real raja gabanyak gimmick naro harga mahal kaya sebelah,Price,negative,0.996,1
5541,always on display di poco f bisa always trus tapi di seri atas nyaa gk always,"Display, Connectivity","neutral, negative","0.691, 0.810",2
5542,pernah komen kayak gini di channel yutube lain berasa hp murah ya aod cuma detik,Price,positive,0.973,1
5543,audio nya gimana bang,Audio,negative,0.823,1
5551,hape premium tapi harga ramah,"Design, Price","positive, positive","0.994, 0.994",2
5553,gak enak pegangnya terlalu lebar,Display,negative,0.998,1
5555,poco x pro gw baru bulan dah g bsa nyari wifi dan bluetooth sampah abis poco gak akan lagi gw beli tu hp kapook untungnya mash ada yg mw terima pdahal tu hp dimanja ga pernah buat main game berat cma buat nonton dan game ringan coc najis tu hp cuihh pergi ke cs nya dikerjaan lama amat bener najissss semangat aja kalian yg poconya baguss,"Connectivity, Design, Performance","negative, neutral, neutral","0.996, 0.692, 0.692",3
5557,tonton jagat review ngab iqoo hasil cameranya video dan fotonya ampas bet,"Display, Camera","neutral, neutral","0.714, 0.714",2
5559,nambah dikit atau mending beli sekenan t atau v ajaaslibiar ngk nyesel bab kamera dan ketahanan tapi balik lagi ke selera dan dana,Camera,negative,0.956,1
5563,bang udh lama ngga bahas kamera kameracoba bang review insta ace pro,Camera,negative,0.825,1
5571,bang ga mau coba test pake game wuthering wave melihat reviewer lain pada test pake game itu tidak gi lagi karena mungkin hp jt udah sanggup jalanin game nya,Performance,neutral,0.991,1
5574,ganti batrenya dulu aja bang beli third party di marketplace abis itu minta bantu ganti di tempat service hp biasa paling kalo ditotal ga sampe k,Network,neutral,0.984,1
5576,batre apa yg bagus buat redmi bg​doctorstrange,Battery,neutral,0.399,1
5580,but no bypass,Features,negative,0.910,1
5581,sharingan cok model kameranya,Design,neutral,0.707,1
5582,maaf sebelumnya bang boleh lah sekali review audio hasil record video karena kebanyakan hp pas record video trus audionya naik turun kalo pas di kalo di play bahkan sampe brand iphone pun ada yg begitu kalo record video jadi kerasa ngerecord pake hp china gitu,"Audio, Camera","neutral, neutral","0.805, 0.922",2
5585,video k disini kok stabil ya saat di test youtubercupu ndut an,"Camera, Connectivity","neutral, negative","0.991, 0.822",2
5587,numpang nanya brand apa yg ngasih update software android paling lama yah,Software,negative,0.954,1
5588,yg bikin harga poco f murah dgn spek hp flagship mgkn di sokong iklan,Price,positive,0.995,1
5594,klo gw mah bodo amat layar tmbh lebar design alay yg ptng gaming solidsolidsolid,Display,negative,0.998,1
5595,masih kedut juga ya kayak xiaomi t kalau buat rekam video sambil jalan kaki sama aja ternyata dari jaman poco f wkwkw,Camera,neutral,0.986,1
5599,ya jelas ada lahcuman terbatas,Storage,negative,0.585,1
5601,ok saatnya upgrade udah cape bgt nih poco x nfc gw,"Features, Connectivity","neutral, neutral","0.972, 0.972",2
5602,nonton di resolusi gila mantep bet hasil perekaman nya,"Display, Camera","positive, positive","0.997, 0.996",2
5604,gw make resolusi k di pc gw biasa aja,Display,neutral,0.996,1
5607,bukan player genshin jadi ga dlu beli buat main game lain,Performance,neutral,0.962,1
5609,speknya cocok banget buat yang hobby ngegame tapi untuk penggunaan saya yang udah jarang banget main game samsung a udah lebih dari cukup,Performance,negative,0.995,1
5620,apa gua jg mesti akad nih hp apalgi hp yg gua pake ini mi lite sdh slalu ada notif storage full,Storage,neutral,0.768,1
5621,bang riview inoi a storage gb di harga jt an,"Storage, Price","neutral, neutral","0.994, 0.899",2
5623,sayang banget belum ada bypas charging,"Features, Battery","negative, neutral","0.501, 0.965",2
5631,tumben telat,Audio,negative,0.987,1
5633,mantau dulu masih setia sama hp lama nova t,"Features, Connectivity","positive, positive","0.978, 0.978",2
5635,bg kenapa tes gamenya gk ditambahin wuthering wavespadahal dia make unreal engine yang sudah pasti lebih berat dari genshin impactuntuk standar tes performa genshin udh ringan untuk hp jaman sekarang selalu penasaran sih kenapa cuma gadget in yg gak tes wuthering waves apakah ada sponsor dari genshinnya,"Design, Performance","negative, negative","0.971, 0.971",2
5647,​emberpecah kan harganya aja beda kalau ada duitnya sih sikat aja,Price,negative,0.995,1
5649,selama gk ad baypass charging gk akan sy sentuh poco lagi x kena zonk karena masi seneng lupa maen smbl ngecas,Battery,negative,0.943,1
5650,tumben telat bang,Audio,negative,0.984,1
5652,entah kenapa aku masih ngelirik infinix gt pro daripada f ini kebutuhanku adalah gaming only aku punya hp satu untuk wayutubemedsosdll dan satu nya untuk gaming only dan untuk hp kusus game aku upgrade ke gt pro padahal banyak hp yang jauh lebih tinggi spek nya kayak poco f x pro dll,Performance,neutral,0.996,1
5653,bang alasan aku beli hp versi poco karena abang riview performa untuk main genshin jujur aku lihat poco x dari abang aku pake sampe sekarang,Performance,positive,0.916,1
5657,jdi bgusan iqoo z ya buat game doang,Performance,negative,0.951,1
5660,saran aja sih bang david harusnya kalau test game coba wuthering wave atau zenless zone zero untuk kelas game berat saat ini,"Display, Performance","neutral, neutral","0.764, 0.377",2
5661,setuju sih harusnya standar benchmark game udah meningkat juga klo mau ngetes hape yg dikelas mid to high range genshin mah udah bukan lagi standar mnurut gue bahkan masih ada delta force codm dll yg bisa buat tolok ukur hape itu bagus buat ngegame apa nggak,Performance,positive,0.574,1
5663,wutheringwave game ringan lah bagi gua mah ga ada berat ya,"Design, Performance","negative, negative","0.575, 0.575",2
5664,karena optimisasi genshin lebih matang jadi bisa dijadiin tolak ukurbenchmark yg lebih akurat sedangkan wuwa masih belum matang optimisasinya banyak keluhan performa sana sini bahkan di device midhigh end ya wajar sih wuwa masih game yg lumayan baru pake engine yg lain juga mungkin kalau optimisasinya udah mateng nanti juga bakal dijadiin alat benchmark,Performance,positive,0.882,1
5675,gw dari dulu emang mi fans banget harga murah kualitas no kaleng komunitas banyak jadi enak bisa di custom rom,"Software, Price","positive, positive","0.996, 0.985",2
5676,ganti rom tu dmn sih bang ane blm pernah,Software,neutral,0.940,1
5678,lg nonton di poco f warna hitam,"Design, Display","neutral, neutral","0.996, 0.997",2
5679,hyper os dari xiaomi selalu ngelag lebih baik ambil iqoo neo,Software,neutral,0.839,1
5680,banyak bugs system hyper os saya dari poco f sampai f selelu nge bug di mode saku sering ketindis sendiri kalau pas hp lagi di saku hadeeeh,"Software, Storage, Security","negative, negative, negative","0.996, 0.996, 0.996",3
5682,tapi syg hnya hz itu belum cukup skrg lebih di cri yg hz chipset sdah mantap hnya hz nya sja yg ku jdi kurang minat,Display,negative,0.984,1
5683,kalo yang nyari hp stabil main game iqoo masih worth it pilih varian paling tinggi buat tahun ke depan soalnya pake chipset snapdragon elite dan score antutu nya masih urutan,"Price, Performance","positive, positive","0.807, 0.887",2
5689,semoga harganya jt an yah gess,Price,positive,0.616,1
5693,sama s fe soal kamera gimana cuy,Camera,neutral,0.789,1
5694,dari semua kelebihan yg dimilikinya rasanya kekurangan yg ada hal yg wajar mengingat harganya masuk mid range ga sabar nunggu hpnya datang,Price,positive,0.657,1
5696,kalau butuhnya game ambil ini hp jelas tapi kalau butuhnya keseharianvideofotodan dipake jangka panjang mending a tapi selera masing masing ya,Performance,neutral,0.997,1
5700,poco f tuker tambah ke f bayar berapa ya dan bisa gak ya butuh frame yg kuat karena tangan kadang suka licin,BuildQuality,positive,0.833,1
5704,gue sampai skrg masih pakai poco f blm rusak cuma ganti baterai doank x,Battery,negative,0.996,1
5706,gua udah difase ini sekarangmain game udah jarang banget itupun cuma game aja ga butuh spesifikasi tinggi malah sukanya dokumentasi foto atau video dan ngedit moment lebih penting memang daripada cuma main game doang,"Camera, Performance","positive, negative","0.820, 0.990",2
5713,gua ampe jual f njier gedek gegara model kamera yang seperti hp jtan njong banget moga aja f bisa kuat sampe tahun lebih,"Design, Display, Camera, Storage","positive, positive, negative, positive","0.983, 0.983, 0.985, 0.983",4
5716,setelah liat hasil kamera punya teman yg baru beli f ternyata kameranya belum bisa ngalahin poco x nfc gw yang udah bulukan spek kamera tolong tingkatkn dong poco jangan cuma chipset doang malah makin panas,"Features, Camera, Connectivity","neutral, neutral, neutral","0.978, 0.995, 0.978",3
5719,bg ini list hp yang belum direview ya satu satu aja bg reviewnya lama juga gapapa realme c huawei nova pro oppo a oppo a i oppo a x oppo a nfc oppo reno f g g vivo v lite g g,"Features, Connectivity","neutral, neutral","0.996, 0.996",2
5721,pesen tgl masih dikemas sama toko oren xiaomi emmm ada bahan semingguan baru sampe,BuildQuality,neutral,0.992,1
5723,ini baru cocok sama harga nya gak kaya motorola funsion juta dapet dimensity,Price,negative,0.584,1
5724,hp jutaan yang kamera sama game nya lumayan ga usah ngebut² kali apa ya,"Camera, Performance","neutral, positive","0.949, 0.647",2
5726,untuk msin game lama panas ga,Performance,negative,0.985,1
5728,saya harap ada lini poco yang lebih ngasih kestabilan daripada melulu soal performa spek bisa diturunin dikit tapi super stabil dari segi performa kamera bahkan suhu hp nya sendiri,"Design, Camera, Performance","positive, neutral, positive","0.994, 0.920, 0.632",3
5729,lah poco kan di fokusin xiaomi buat performa kalau gk ya cari yang xiaomi lah bang,Performance,neutral,0.900,1
5731,keren sih performance nya sadis tapi udah tua jenuh main game sekarang nyaman make iphone,Performance,negative,0.990,1
5733,waaah murah banget,Price,positive,0.997,1
5738,sedang nonton video ini dgn poco f,Camera,neutral,0.997,1
5740,rada nyesel dikit beli x p bukan karena hpnya jelek tapi harga beda dikit ama f,Price,negative,0.996,1
5743,dulu iya gw pemuja hp gamingtapi makin dewasa lebih suka yg nyaman di pakai software jelas ui nyaman simpel,Software,positive,0.994,1
5744,ui poco ampas y,Software,negative,0.993,1
5761,bangga nya nonton video ini di poco f tercintaku,Camera,positive,0.995,1
5762,info hp budget jt yg kamera bagus,Camera,positive,0.981,1
5766,finally poco f make back cover glass lagi setelah dari seri poco f pro f f terus frame nya make metal juga kayak poco f pro,BuildQuality,negative,0.828,1
5768,iqoo paling ampas di stabilisasi video kamera depan bahkan sekelas v yg ceritanya mid range ngandelin kamera stabilisasinya ampas semua,"Display, Camera","negative, neutral","0.912, 0.987",2
5770,hp saya back covernya pake plastik harganya jt hp apakah itu,"Price, BuildQuality","neutral, neutral","0.968, 0.982",2
5771,lagi lagi jekphone audio gak ada nunggu seri f siapa tau ada jekphon audio nya smoga,Audio,negative,0.904,1
5774,aku baru tw sepertinya poco f ga mau kasih ram karena takut performanya menurun ntar takut di kritik wkwkw,"Storage, Performance","negative, negative","0.997, 0.993",2
5777,request game bang misal genshin dan wuwa lancar gak begitu panas tolong cobain zzz,Performance,neutral,0.995,1
5780,coba test df mobile bang,Performance,neutral,0.997,1
5784,nontonin adekadek yang udah pada gede dan lahir,Performance,negative,0.721,1
5787,saat foto bisa nangkep objek gerak gak bang,"Camera, Network","neutral, neutral","0.970, 0.973",2
5788,compare sama iqoo yg harga nya sama bg,Price,positive,0.936,1
5792,telat hari gk ngaruhh lah tetap di tungguin review nya toh samsung a yg kebeli bln lalu gk bikin kcewa,BuildQuality,positive,0.588,1
5795,ga pernah kecewa pakai poco dari f dan f kualitas puas harga pas semoga ada rezeki buat upgrade,Price,positive,0.917,1
5796,keknya logo snapdragon dibelakangnya itu yg bisa bikin poco neken harga sampe segitu,Price,negative,0.991,1
5804,tecno pova bg vortit ga dgn harga segitu,Price,negative,0.791,1
5808,simpel vivo kamera poco performa,"Camera, Performance","positive, neutral","0.774, 0.969",2
5809,kelemahan yg paling menonjol dan jadi pertimbangan antara poco dan neo ya kalau di poco cuman di kapasitas battre aja dikit sama gak ada fitur bypas char sedangkan di iqoo storage nya yg nangung tapi kalau se andai nya poco f iklan nya udah hilang permanen wah kelemahan yg saya sebut tadi gak akan jadi masalah lgsg aja sikatkarena kebetulan udah nyaman di ekosistem poco kecuali iklan nya yg blm bisa di terima sampe skrg,"Features, Storage","negative, neutral","0.776, 0.989",2
5813,setelah menonton video ini dari awal sampai akhir akhirnya saya jadi beli a,Camera,neutral,0.993,1
5816,ketika dah punya series f eh tiba update wah cepet banget ya poco update hp mah,Software,positive,0.774,1
5819,mengapa layarnya cuma mendapat nilai b saja bila dibandingkan dengan merk saingan lainnya kekurangannya apa seharusnya bagaimana tertarik ingin beli si jadi tolong dijawab,Display,negative,0.981,1
5820,bang itu harus mode game turbo soalnya ada fitur fps unlock jadi bisa fps buat game yang hanya fps,"Features, Performance","neutral, neutral","0.972, 0.997",2
5823,video kamera belakang nya cakep bener oy,"Design, Camera","positive, positive","0.996, 0.996",2
5826,infrared blaster nya di bagian mana ya,Features,neutral,0.993,1
5827,bang buat video perbandingan antara hp jutaan yang bagus kamera dan buat game berat di utamakan untuk game berat,"Camera, Performance","positive, negative","0.858, 0.626",2
5831,kepikiran kalo ada seri poco x compact yg ga bongsor namun ttp dgn spek performance kayaknya bakalan jadi hp all rounded kekinian,Software,positive,0.977,1
5832,chipset flagship ip frame metal harga cuma jt an,"Price, BuildQuality","neutral, neutral","0.972, 0.996",2
5836,buat bapa zamn now di harga jutaanbukn fokus game pilihan ad di moto edge fusion samsung a vivo v xiaomi t dan masih nunggu honor nongol lumayan allround di harganya game oke lah tipis,"Design, Storage, Price, Performance","positive, positive, neutral, neutral","0.842, 0.959, 0.887, 0.966",4
5838,males beli f nabung buat beli f aja lah soalnya klo beli f pasti ga lama lgi f keluar ini aja blm lama baru beli f keluar f jdi rada nyesel buru beli f mana harga ga jauh beda,Price,positive,0.885,1
